sensorid,epoch_utc,local_date_time,temperatur,relative_luftfeuchtigkeit
08:44,1689361200,20230714170000,28.4,41.2
08:44,1689364800,20230714180000,28.6,41.0
08:44,1689368400,20230714190000,28.4,42.5
08:44,1689372000,20230714200000,26.9,52.5
08:44,1689375600,20230714210000,23.8,65.9
08:44,1689379200,20230714220000,21.7,74.1
08:44,1689382800,20230714230000,21.0,74.3
08:44,1689386400,20230715000000,21.0,71.6
08:44,1689390000,20230715010000,20.8,73.4
08:44,1689393600,20230715020000,20.3,76.7
08:44,1689397200,20230715030000,19.7,80.2
08:44,1689400800,20230715040000,18.9,81.1
08:44,1689404400,20230715050000,18.6,82.0
08:44,1689408000,20230715060000,18.2,81.6
08:44,1689411600,20230715070000,19.6,77.6
08:44,1689415200,20230715080000,22.1,68.9
08:44,1689418800,20230715090000,23.9,63.9
08:44,1689422400,20230715100000,26.3,54.5
08:44,1689426000,20230715110000,28.8,48.3
08:44,1689429600,20230715120000,31.4,36.0
08:44,1689433200,20230715130000,32.7,28.3
08:44,1689436800,20230715140000,33.6,27.7
08:44,1689440400,20230715150000,33.4,29.1
08:44,1689444000,20230715160000,30.8,39.2
08:44,1689447600,20230715170000,31.5,35.5
08:44,1689451200,20230715180000,32.2,33.1
08:44,1689454800,20230715190000,31.6,37.6
08:44,1689458400,20230715200000,28.0,56.7
08:44,1689462000,20230715210000,25.1,66.7
08:44,1689465600,20230715220000,23.6,73.2
08:44,1689469200,20230715230000,21.9,84.1
08:44,1689472800,20230716000000,21.0,88.0
08:44,1689476400,20230716010000,19.8,87.7
08:44,1689480000,20230716020000,18.1,81.6
08:44,1689483600,20230716030000,17.4,85.2
08:44,1689487200,20230716040000,17.0,89.0
08:44,1689490800,20230716050000,17.1,90.5
08:44,1689494400,20230716060000,17.0,89.4
08:44,1689498000,20230716070000,17.7,88.8
08:44,1689501600,20230716080000,18.3,81.7
08:44,1689505200,20230716090000,19.0,74.3
08:44,1689508800,20230716100000,19.6,71.0
08:44,1689512400,20230716110000,20.2,69.5
08:44,1689516000,20230716120000,20.3,68.6
08:44,1689519600,20230716130000,21.3,64.2
08:44,1689523200,20230716140000,21.8,64.0
08:44,1689526800,20230716150000,22.9,62.2
08:44,1689530400,20230716160000,24.3,57.9
08:44,1689534000,20230716170000,24.4,57.5
08:44,1689537600,20230716180000,24.8,56.1
08:44,1689541200,20230716190000,24.5,56.9
08:44,1689544800,20230716200000,24.1,59.4
08:44,1689548400,20230716210000,22.7,63.9
08:44,1689552000,20230716220000,21.9,64.6
08:44,1689555600,20230716230000,21.4,65.2
08:44,1689559200,20230717000000,20.6,66.6
08:44,1689562800,20230717010000,19.7,71.0
08:44,1689566400,20230717020000,19.3,72.2
08:44,1689570000,20230717030000,18.8,74.4
08:44,1689573600,20230717040000,17.5,85.1
08:44,1689577200,20230717050000,17.4,86.8
08:44,1689580800,20230717060000,17.8,86.4
08:44,1689584400,20230717070000,18.8,83.7
08:44,1689588000,20230717080000,19.9,80.7
08:44,1689591600,20230717090000,21.5,71.2
08:44,1689595200,20230717100000,22.3,59.8
08:44,1689598800,20230717110000,23.3,56.4
08:44,1689602400,20230717120000,24.3,53.0
08:44,1689606000,20230717130000,24.9,51.6
08:44,1689609600,20230717140000,26.0,48.1
08:44,1689613200,20230717150000,26.9,43.2
08:44,1689616800,20230717160000,27.2,43.6
08:44,1689620400,20230717170000,26.8,43.9
08:44,1689624000,20230717180000,26.3,44.0
08:44,1689627600,20230717190000,25.6,45.0
08:44,1689631200,20230717200000,24.4,46.4
